c1p0.6500,c1i0.0000,c1d0.0750,c1n15.0000,c1m20.0000,c1o20.0000,c2p1.0000,c2i0.0000,c2d1.2000,c2n20.0000,c2m35.0000,c2o35.0000,c3p6.0000,c3i5.0000,c3d0.0000,c3n20.0000,c3m35.0000,c3o35.0000,h0.9000,i0.9000,v150,j1.0000,n0.9960,l3000.0000,wm1,wsFlopnet,815.715393,-4.738002,-3.347502,-1.928989,-4.544302,20.000000,0.000000,0.696000,-1.928989,0.000000,0.000000,0.000000
815.725220,-21.387985,-3.449176,-1.860524,-6.092376,20.000000,0.000000,0.702000,-1.860524,0.000000,0.000000,0.000000
815.735168,10.187177,-3.586533,-1.747529,-4.015333,6.207613,0.000000,0.705000,-1.747529,0.000000,0.000000,0.000000
815.745178,2.870001,-3.899512,-1.611350,-2.344311,-10.900666,0.000000,0.706000,-1.611350,0.000000,0.000000,0.000000
815.755188,11.564776,-4.032185,-1.570471,-5.913785,20.000000,0.000000,0.711000,-1.570471,0.000000,0.000000,0.000000
815.765198,-12.158147,-4.104595,-1.311359,-7.112595,20.000000,0.000000,0.704000,-1.311359,0.000000,0.000000,0.000000
815.775208,-25.513788,-4.017263,-0.902027,-1.022063,-20.000000,0.000000,0.687000,-0.902027,0.000000,0.000000,0.000000
815.785217,3.323512,-3.529363,-0.681284,-4.988563,10.890939,0.000000,0.677000,-0.681284,0.000000,0.000000,0.000000
815.795227,8.996340,-3.006469,-0.440431,-4.491269,13.679195,0.000000,0.664000,-0.440431,0.000000,0.000000,0.000000
815.805298,28.826015,-2.773060,-0.252747,-2.939460,4.339905,0.000000,0.652000,-0.252747,0.000000,0.000000,0.000000
815.815247,1.380613,-2.917217,-0.200719,-4.485218,19.746334,0.000000,0.646000,-0.200719,0.000000,0.000000,0.000000
815.825256,-45.779819,-3.079591,0.111281,-3.412391,-7.828997,0.000000,0.626000,0.111281,0.000000,0.000000,0.000000
815.835266,-32.899654,-2.659992,0.453671,-5.219992,7.409985,0.000000,0.602000,0.453671,0.000000,0.000000,0.000000
815.845276,-8.297876,-1.723142,0.800247,1.336058,-20.000000,0.000000,0.575000,0.800247,0.000000,0.000000,0.000000
815.855286,55.296249,-0.625075,0.880210,-3.217075,9.406417,0.000000,0.560000,0.880210,0.000000,0.000000,0.000000
